UCL_CODE11,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
422039,4,8,28,3,9,31,75,0,5,3,0,0,0,16,12,9,34,0,5,0,68,43,14,55,6,12,0,124,21,7,28,0,0,0,54,43,0,24,0,0,3,77,19,0,11,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,4,0,21,151,44,184,15,30,32,460
422056,0,4,7,0,3,11,32,0,12,0,0,0,0,15,0,30,3,5,3,0,44,8,24,17,3,0,0,52,9,4,15,3,0,0,31,68,4,36,4,0,0,114,164,3,58,0,7,0,234,59,0,16,0,0,0,79,4,0,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,4,14,315,83,164,25,12,21,614
422017,0,0,22,0,8,15,54,0,0,0,0,0,0,5,0,3,13,0,14,0,35,3,0,38,0,8,0,49,12,0,22,0,3,0,36,24,0,35,0,4,0,63,43,0,38,0,3,0,83,21,0,9,0,0,0,24,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,13,105,5,183,3,45,23,365
422036,0,0,21,0,15,14,47,0,4,0,0,0,0,7,9,5,15,0,10,0,40,20,6,29,0,9,0,59,23,0,33,0,5,0,59,63,0,32,0,9,0,104,58,0,28,0,3,0,90,14,0,10,0,0,0,21,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,3,3,0,14,194,15,178,5,51,16,463
422060,0,0,23,0,18,30,67,0,0,5,0,3,0,10,18,0,26,0,17,0,50,23,0,36,0,14,0,72,12,0,19,0,3,0,33,10,0,10,0,0,0,26,10,0,0,0,0,0,10,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,16,81,0,131,0,62,30,297
415037,0,0,16,0,31,26,76,0,3,4,0,0,0,7,12,8,18,3,7,0,55,28,11,36,3,9,0,94,34,3,18,0,4,0,62,44,0,16,0,0,0,61,22,0,3,0,0,0,21,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,11,0,19,142,28,127,9,69,27,404
415027,7,9,8,0,3,5,33,15,21,5,0,0,0,41,76,54,24,0,6,0,167,98,30,33,8,5,3,178,39,3,17,0,0,0,61,28,0,7,0,3,0,42,5,0,3,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,3,21,271,125,107,10,22,12,545
415031,4,7,11,5,3,3,33,0,18,6,0,0,0,19,25,39,27,6,9,7,104,73,12,29,6,17,0,137,49,4,37,0,5,0,92,105,0,38,3,6,4,157,54,0,22,0,0,0,71,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,6,3,0,3,21,317,93,172,21,41,19,649
422029,0,0,15,0,30,19,73,0,0,15,0,0,0,17,5,3,25,0,5,0,39,6,0,19,0,7,0,30,3,0,3,0,0,0,7,10,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,22,26,3,88,0,59,19,202
422025,0,0,18,0,29,9,57,0,5,4,3,0,0,16,18,10,24,5,8,5,61,40,4,16,0,8,3,75,26,0,21,0,0,0,45,20,0,8,0,3,0,25,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,14,107,22,90,11,55,13,307
422035,0,0,32,0,45,35,120,4,3,8,0,3,0,20,17,15,40,13,19,0,106,79,10,42,0,10,0,136,57,0,25,0,4,0,93,45,0,5,0,3,0,56,11,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,15,0,29,218,40,173,18,97,39,582
422050,0,0,13,0,12,19,45,0,0,5,0,0,0,4,6,0,18,0,6,0,41,17,0,19,0,3,0,40,11,0,4,0,0,0,20,7,0,8,0,0,0,8,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,8,49,5,77,0,30,17,176
412002,3,22,14,4,3,19,58,4,81,10,4,0,0,102,178,148,39,11,9,3,393,215,104,67,3,22,8,417,159,36,68,9,15,0,283,301,12,60,10,9,0,386,141,3,20,0,3,3,167,27,0,5,0,3,0,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,11,24,11,0,0,4,46,1040,425,299,41,63,40,1905
422059,3,3,25,0,4,27,67,0,24,6,3,3,4,35,18,30,50,3,4,0,105,81,18,76,0,14,0,192,35,7,30,0,3,0,76,52,0,16,0,3,0,69,16,0,11,0,0,0,23,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,0,4,3,30,206,88,230,10,38,32,605
415006,0,7,3,5,9,4,29,0,30,0,6,3,0,37,5,59,11,0,17,0,93,114,46,43,11,16,3,223,62,10,18,4,8,0,103,87,3,9,0,3,0,111,36,0,4,0,0,0,41,17,0,3,0,0,0,19,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,24,333,156,100,33,55,5,682
422026,0,3,20,0,36,24,76,0,0,0,0,0,0,4,0,13,25,3,17,0,58,0,5,39,3,10,0,57,0,0,14,0,3,0,21,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8,0,28,5,20,119,11,78,24,259
415021,0,3,7,0,4,9,28,0,20,0,4,3,0,31,14,19,37,3,10,0,86,47,16,54,6,15,0,141,33,5,33,0,6,0,74,54,3,30,0,0,0,89,29,0,14,0,3,0,49,9,0,3,0,0,0,13,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,18,193,79,184,21,44,10,533
422049,0,0,26,0,6,19,50,0,10,5,0,0,0,11,9,22,30,7,5,0,76,57,8,47,0,7,0,122,36,9,30,0,3,0,82,53,0,37,0,0,0,91,23,0,17,0,0,0,39,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,3,23,181,53,201,9,32,21,502
413003,7,29,16,3,7,13,68,7,108,14,3,4,3,143,26,172,48,16,12,8,279,172,121,74,15,10,0,392,204,55,78,3,12,3,353,682,23,126,4,13,6,855,199,5,44,0,3,0,262,16,3,7,0,0,0,32,6,0,3,0,0,0,13,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,18,41,13,5,11,9,91,1340,557,423,48,76,38,2492
422013,0,0,30,0,9,16,54,0,0,4,0,4,0,7,0,0,21,11,8,0,38,3,0,12,0,3,0,25,9,0,11,0,0,3,24,12,0,16,0,5,0,32,5,0,3,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,17,32,0,101,11,39,22,205
415036,3,3,13,0,8,7,36,4,40,3,16,0,5,63,17,44,31,16,16,0,125,98,39,73,4,23,0,247,46,10,44,0,0,0,97,56,0,22,0,3,0,80,33,0,16,0,3,0,53,13,0,3,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,11,7,0,0,24,267,148,211,45,55,18,748
421032,0,3,16,0,25,10,51,0,0,3,0,3,0,7,14,0,27,0,13,3,54,30,0,48,0,14,0,99,10,0,14,0,3,0,27,13,0,12,0,7,0,36,17,0,11,0,0,0,25,4,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,90,4,142,4,72,17,314
422052,5,10,50,4,49,38,155,0,16,6,3,11,0,28,4,13,55,9,18,0,104,41,10,45,0,6,3,103,38,0,30,0,9,0,74,23,3,11,0,0,0,39,5,0,3,0,0,0,6,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,12,0,28,117,54,212,11,102,47,536
422053,0,10,21,0,33,25,87,0,23,7,0,10,0,33,16,28,46,5,24,3,114,44,15,77,13,24,3,179,33,3,43,0,3,0,75,36,0,15,0,5,0,60,13,0,11,0,0,0,21,0,0,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,9,0,23,141,83,226,30,102,35,613
521018,0,0,27,0,14,41,82,0,0,3,0,0,0,3,0,19,18,3,4,0,46,12,4,29,0,9,0,56,13,3,19,0,5,0,49,27,0,29,0,3,0,63,46,0,42,0,6,0,88,38,0,40,0,3,0,79,15,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,12,0,24,152,27,225,10,58,48,519
512002,4,8,44,4,9,29,100,0,24,3,3,3,0,38,4,200,24,0,4,0,240,8,142,32,20,15,0,230,18,36,30,0,13,0,99,38,27,61,6,11,0,154,280,17,163,0,26,4,494,781,0,263,0,22,3,1071,147,0,44,0,8,0,205,12,0,6,0,0,0,20,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,8,12,22,26,5,7,3,80,1320,498,709,42,128,45,2744
515011,0,0,30,0,18,31,83,0,3,4,0,0,0,10,0,7,19,0,6,0,38,3,7,21,0,7,0,39,3,3,19,0,6,0,34,3,0,17,0,12,0,33,24,0,46,0,3,0,80,163,0,90,0,6,3,264,140,0,44,0,3,0,192,20,0,7,0,0,0,29,7,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,5,5,3,9,0,9,0,23,374,21,325,0,73,44,832
521024,0,3,12,0,10,15,45,0,3,0,0,0,0,7,0,32,13,0,5,0,54,3,12,16,7,4,0,44,3,9,21,0,5,0,39,34,10,25,0,3,0,82,105,8,78,0,6,0,199,198,0,138,0,5,3,344,52,0,42,0,0,0,98,6,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,11,0,9,0,25,411,75,368,13,53,20,944
522047,0,0,21,0,5,11,33,0,3,0,0,0,0,3,5,8,5,0,0,0,21,3,15,3,3,0,0,30,5,8,11,0,0,0,24,10,0,26,0,5,0,44,59,0,38,0,3,0,101,55,0,27,0,0,0,84,6,0,3,0,0,0,10,3,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,3,0,11,148,43,148,5,18,8,370
521001,0,9,14,0,7,19,49,0,4,0,0,0,0,7,0,58,10,0,0,0,78,25,41,30,3,0,3,103,37,22,48,0,6,0,117,96,7,66,0,6,0,170,71,8,46,0,3,0,122,35,0,17,0,4,0,52,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,6,11,0,4,0,30,264,163,247,6,31,19,736
522018,0,0,13,0,3,14,20,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,10,0,7,0,13,3,0,12,0,5,0,16,4,0,17,0,0,0,26,20,0,15,0,0,0,33,10,0,16,0,0,0,33,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,45,0,100,0,19,15,182
522063,0,6,23,0,9,24,72,0,4,0,3,0,0,9,3,43,19,3,0,0,76,16,22,23,7,0,0,62,19,4,40,3,14,0,81,48,12,56,0,13,0,127,87,0,92,0,15,0,203,53,6,48,0,3,0,105,4,0,6,0,0,0,14,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,3,3,25,232,104,323,12,59,37,776
511001,0,3,9,0,0,6,19,0,0,0,0,0,0,0,4,19,5,0,6,0,41,6,21,16,10,3,3,53,0,9,21,3,3,0,37,44,13,38,3,3,3,110,187,3,86,4,9,0,295,132,3,51,0,6,0,191,3,0,4,0,0,0,10,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,9,0,3,3,29,394,79,253,19,34,13,796
515031,0,0,15,0,6,16,33,0,5,0,0,0,0,3,0,12,11,0,0,0,21,0,3,11,0,3,0,16,22,3,14,0,4,0,38,21,3,22,0,3,0,48,35,0,21,0,0,0,61,32,0,17,0,0,0,51,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,16,117,26,125,3,24,18,303
522024,0,7,25,3,15,33,84,0,3,6,0,0,0,10,10,26,28,0,4,0,65,16,8,29,3,8,0,68,16,6,18,0,8,0,41,28,3,35,3,3,0,73,53,5,38,0,4,0,96,29,0,12,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,20,151,48,192,14,51,34,488
522001,0,0,20,4,10,19,50,0,0,0,0,0,0,0,0,6,17,0,5,0,30,6,13,17,4,3,0,46,0,11,27,3,0,0,41,23,3,24,0,0,0,57,22,0,39,0,3,0,65,30,0,15,0,4,0,52,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,11,97,39,174,10,29,23,367
515020,3,6,15,0,7,16,38,0,5,3,0,0,0,16,22,62,23,13,6,4,128,53,25,30,3,10,3,124,15,9,22,3,0,0,56,57,3,31,0,8,0,93,83,6,25,0,0,0,120,21,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,9,4,3,0,22,264,128,157,23,32,18,628
522054,3,0,30,0,11,36,81,0,0,0,0,3,0,8,7,7,23,0,7,0,53,37,4,28,4,7,0,80,15,3,14,0,12,0,47,26,0,25,0,4,0,48,23,3,15,0,0,0,46,11,0,4,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,8,0,24,137,29,150,5,55,35,415
522046,0,6,19,0,7,17,48,0,0,0,0,0,0,4,0,20,12,3,3,0,31,7,29,11,12,15,0,74,17,3,26,0,6,0,49,29,6,37,0,6,0,84,114,4,54,0,6,0,186,123,0,45,0,3,0,177,14,0,7,0,0,0,20,7,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,8,0,26,320,75,238,14,58,15,721
522061,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,0,0,0,11,0,0,3,0,0,0,5,3,0,5,0,0,0,8,0,0,3,0,0,0,7,20,0,13,0,0,0,32,12,0,4,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,39,0,48,0,0,3,96
522057,0,8,31,0,0,12,58,0,15,0,0,0,0,17,0,61,5,3,0,0,74,0,42,17,3,0,3,60,3,10,8,0,0,0,31,15,14,17,0,0,0,49,80,13,61,4,4,0,161,276,5,174,0,30,3,492,114,0,49,0,7,0,174,7,0,6,0,0,0,12,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,16,0,8,4,43,507,186,390,19,54,26,1177
522008,0,0,4,0,3,8,19,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,7,0,3,0,7,0,0,4,9,0,0,13,0,0,4,0,0,0,9,28,0,24,0,3,0,56,28,0,45,0,0,0,77,10,0,9,0,0,0,21,14,0,4,0,0,0,15,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,11,96,3,106,5,15,12,235
522025,0,0,17,0,0,7,25,0,0,0,0,0,0,0,3,18,4,0,3,0,30,0,11,10,9,0,0,27,0,0,12,0,0,0,12,7,6,18,0,5,0,34,42,3,39,3,11,0,90,122,4,67,0,8,0,200,16,0,18,0,0,0,34,7,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,11,0,0,0,18,207,44,187,12,27,13,491
522053,0,0,16,0,0,9,28,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,3,0,0,0,12,0,3,11,0,0,0,11,3,0,3,0,0,0,8,36,0,13,0,0,0,51,88,0,39,0,4,0,134,40,0,13,0,3,0,60,35,0,3,0,0,0,39,14,0,3,0,0,0,24,4,0,0,0,0,0,5,4,0,0,0,0,0,3,3,0,6,0,0,0,10,5,0,3,0,3,0,17,247,13,118,0,14,11,403
515033,0,0,10,0,0,11,22,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,7,0,0,11,0,0,0,15,15,0,16,0,0,0,33,161,0,46,0,0,0,211,212,0,80,0,3,6,301,28,0,18,0,0,0,49,7,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,13,439,0,196,0,13,15,661
522026,7,20,26,3,0,12,73,3,25,0,5,0,4,40,0,170,10,8,0,7,200,8,83,20,12,3,0,129,14,23,41,6,3,0,85,174,42,92,3,7,3,320,651,19,238,3,20,3,936,339,3,150,0,12,3,517,16,0,16,0,0,0,27,3,0,3,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,11,28,25,18,4,0,3,76,1246,408,627,47,61,28,2424
501001,0,0,41,9,0,16,66,0,3,0,0,0,0,3,0,26,11,3,0,0,49,3,4,13,0,0,0,23,4,3,11,3,0,0,28,10,0,16,0,0,0,28,88,0,52,0,10,0,148,228,0,131,0,5,0,368,160,0,63,0,3,0,232,56,0,14,0,0,0,73,26,0,15,0,0,0,42,6,0,0,0,0,0,8,4,0,0,0,0,0,3,5,0,0,0,0,0,9,0,0,16,6,3,0,29,607,47,381,26,30,20,1112
522010,4,0,15,0,3,7,32,0,0,0,0,0,0,0,0,0,8,16,0,0,30,0,8,11,25,0,0,43,0,0,11,3,0,0,11,3,0,12,0,0,0,15,17,0,39,3,3,0,56,59,0,34,0,3,0,103,47,0,27,0,0,0,71,15,0,7,0,0,0,28,3,0,3,0,0,0,4,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,4,0,0,15,154,7,176,56,9,12,420
521042,0,0,18,0,4,7,29,0,0,0,0,0,0,3,0,0,7,0,0,0,8,0,0,0,0,3,0,5,0,0,9,0,0,0,14,0,0,13,0,0,0,18,3,0,18,0,0,0,28,19,0,33,0,0,0,52,21,0,11,0,0,0,34,5,0,6,0,0,0,19,4,0,3,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,5,0,15,56,3,125,4,27,11,224
521052,0,0,14,0,10,10,28,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,11,0,4,0,18,0,0,7,0,0,0,8,3,0,6,0,0,3,9,17,0,11,0,3,0,27,19,0,12,0,0,0,33,9,0,4,0,0,0,10,7,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,8,0,3,0,10,53,3,79,3,22,10,178
522067,0,53,37,3,3,21,113,0,56,0,0,6,0,69,0,270,9,4,5,0,293,6,76,10,12,3,0,110,17,18,22,0,3,0,60,59,7,33,3,5,0,110,151,11,70,3,7,0,254,220,5,109,0,7,0,348,233,0,111,0,6,0,345,178,0,68,0,0,0,252,85,0,25,0,0,0,109,38,0,18,0,0,0,57,24,0,6,0,0,0,28,33,0,8,0,3,0,50,13,33,22,0,3,7,83,1054,541,553,24,55,38,2270
513001,0,0,26,0,6,17,55,0,3,0,0,0,0,3,3,0,11,0,5,0,21,8,3,15,0,17,0,38,8,0,18,0,21,0,45,10,3,13,0,81,0,111,217,0,71,0,24,0,309,1147,0,242,0,22,10,1417,220,0,75,0,8,0,300,19,0,6,0,0,0,30,9,0,3,0,0,0,13,5,0,3,0,0,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,7,12,3,17,0,6,4,41,1656,10,501,5,193,29,2403
